DATETIME,DELTA,THETA,LOW ALPHA,HIGH ALPHA,LOW BETA,HIGH BETA,LOW GAMMA,HIGH GAMMA,ATTENTION,MEDITATION
Wed Dec 12 2018 18:17:44 GMT+0530 (India Standard Time),16433,18196,11739,11678,3743,8944,2134,2587,57,53
Wed Dec 12 2018 18:17:45 GMT+0530 (India Standard Time),78444,24288,4739,676,1151,1228,803,886,54,51
Wed Dec 12 2018 18:17:46 GMT+0530 (India Standard Time),60508,22927,12201,21770,16728,8842,3685,1328,60,54
Wed Dec 12 2018 18:17:47 GMT+0530 (India Standard Time),298133,117308,15957,9217,3305,4061,4220,1520,44,43
Wed Dec 12 2018 18:17:48 GMT+0530 (India Standard Time),3729,66456,22501,6706,20303,5166,2030,1363,34,34
Wed Dec 12 2018 18:17:49 GMT+0530 (India Standard Time),68249,46488,8516,4543,11428,6129,2036,1101,40,34
Wed Dec 12 2018 18:17:50 GMT+0530 (India Standard Time),13378,9506,5106,12417,4741,4630,2646,2079,41,37
Wed Dec 12 2018 18:17:52 GMT+0530 (India Standard Time),59013,110952,13835,12646,8565,8532,14725,3152,53,41
Wed Dec 12 2018 18:17:54 GMT+0530 (India Standard Time),305301,39818,16517,22597,13373,22896,8383,6263,61,40
Wed Dec 12 2018 18:17:55 GMT+0530 (India Standard Time),282075,53810,3654,4320,12515,2915,1264,1123,53,23
Wed Dec 12 2018 18:17:56 GMT+0530 (India Standard Time),444224,82904,10264,35789,17728,14516,6513,4698,60,30
Wed Dec 12 2018 18:17:57 GMT+0530 (India Standard Time),805190,22893,37009,81276,8684,10281,7295,2201,53,54
Wed Dec 12 2018 18:17:58 GMT+0530 (India Standard Time),237307,64565,18631,11645,8155,21367,9465,2141,51,48
Wed Dec 12 2018 18:17:59 GMT+0530 (India Standard Time),99285,58577,8204,3373,1427,1957,3797,2082,48,53
Wed Dec 12 2018 18:18:00 GMT+0530 (India Standard Time),15757,13338,13698,5823,2916,1448,654,523,38,64
Wed Dec 12 2018 18:18:01 GMT+0530 (India Standard Time),46433,30396,8423,17835,11675,7417,3497,1541,43,44
Wed Dec 12 2018 18:18:02 GMT+0530 (India Standard Time),32124,35421,6441,3735,16078,6388,1807,3072,38,37
Wed Dec 12 2018 18:18:03 GMT+0530 (India Standard Time),5676,12381,9514,1947,3601,3304,2438,1003,53,50
Wed Dec 12 2018 18:18:04 GMT+0530 (India Standard Time),9695,37767,5150,4448,1620,6412,5611,3675,64,30
Wed Dec 12 2018 18:18:05 GMT+0530 (India Standard Time),330842,128937,28850,10725,35432,11845,9615,3127,57,23
Wed Dec 12 2018 18:18:06 GMT+0530 (India Standard Time),15601,37513,9652,6321,12347,10426,7716,5985,61,27
Wed Dec 12 2018 18:18:08 GMT+0530 (India Standard Time),33776,38454,13594,8078,7194,10932,17562,14326,60,13
Wed Dec 12 2018 18:18:09 GMT+0530 (India Standard Time),115921,125123,4740,17291,6199,12939,6499,7092,61,8
Wed Dec 12 2018 18:18:10 GMT+0530 (India Standard Time),84995,50143,23396,6876,16153,17107,4832,3343,63,11
Wed Dec 12 2018 18:18:11 GMT+0530 (India Standard Time),13187,50930,9942,2689,4113,3574,1395,1475,60,21
Wed Dec 12 2018 18:18:12 GMT+0530 (India Standard Time),360187,191176,68588,51469,5037,28501,12454,7834,53,24
Wed Dec 12 2018 18:18:14 GMT+0530 (India Standard Time),194468,13234,6939,3530,3767,4607,2020,615,41,29
Wed Dec 12 2018 18:18:15 GMT+0530 (India Standard Time),95906,7111,6478,5219,2208,1861,2793,1241,47,50
Wed Dec 12 2018 18:18:16 GMT+0530 (India Standard Time),110869,48079,2292,4061,6298,2130,1644,1086,38,30
Wed Dec 12 2018 18:18:17 GMT+0530 (India Standard Time),529169,42017,41111,23347,16470,10282,4580,3001,50,51
Wed Dec 12 2018 18:18:18 GMT+0530 (India Standard Time),101598,29771,35506,14920,16119,6738,2258,3787,43,60
Wed Dec 12 2018 18:18:19 GMT+0530 (India Standard Time),13578,15256,9840,4939,10229,5827,4717,1608,50,50
Wed Dec 12 2018 18:18:20 GMT+0530 (India Standard Time),162878,18573,3030,2703,3633,1961,645,568,57,57
Wed Dec 12 2018 18:18:22 GMT+0530 (India Standard Time),8688,43340,20675,24513,13015,6269,8141,2141,48,48
Wed Dec 12 2018 18:18:24 GMT+0530 (India Standard Time),509129,23294,1219,14947,12247,4199,1653,874,37,44
Wed Dec 12 2018 18:18:25 GMT+0530 (India Standard Time),149033,95862,64587,22164,14244,12950,9294,5204,40,47
Wed Dec 12 2018 18:18:26 GMT+0530 (India Standard Time),38606,57612,15659,9666,15896,13595,8544,7220,48,38
Wed Dec 12 2018 18:18:27 GMT+0530 (India Standard Time),26519,12153,1057,254,683,675,182,1197,48,27
Wed Dec 12 2018 18:18:28 GMT+0530 (India Standard Time),728575,281215,19161,2692,22511,12976,7326,5278,38,10
Wed Dec 12 2018 18:18:29 GMT+0530 (India Standard Time),6306,19593,3995,1975,4618,4612,3220,1140,48,1
Wed Dec 12 2018 18:18:30 GMT+0530 (India Standard Time),13002,18684,1480,3876,4995,5683,6384,4379,53,1
Wed Dec 12 2018 18:18:31 GMT+0530 (India Standard Time),331846,72016,1635,5698,7201,10458,4330,1489,61,1
Wed Dec 12 2018 18:18:32 GMT+0530 (India Standard Time),112218,15965,9188,296,3475,3305,3087,1071,74,11
Wed Dec 12 2018 18:18:33 GMT+0530 (India Standard Time),13767,10268,4920,33365,11178,6537,4026,1860,69,35
Wed Dec 12 2018 18:18:34 GMT+0530 (India Standard Time),1659927,190776,3587,24281,12160,6498,2076,1612,50,30
Wed Dec 12 2018 18:18:35 GMT+0530 (India Standard Time),63847,31613,6471,13009,20896,8043,8503,2128,51,47
Wed Dec 12 2018 18:18:36 GMT+0530 (India Standard Time),28057,6936,3453,1327,2667,1476,1050,366,51,48
Wed Dec 12 2018 18:18:37 GMT+0530 (India Standard Time),163080,12721,278,1363,1451,468,360,127,37,17
Wed Dec 12 2018 18:18:38 GMT+0530 (India Standard Time),98184,16972,16015,3633,4717,2442,1721,684,44,38
Wed Dec 12 2018 18:18:39 GMT+0530 (India Standard Time),150820,24581,4711,2586,3246,1112,644,405,29,35
Wed Dec 12 2018 18:18:40 GMT+0530 (India Standard Time),6756,15510,9138,2475,12023,12670,3545,1676,43,29
Wed Dec 12 2018 18:18:41 GMT+0530 (India Standard Time),28512,69774,11530,8317,4467,4292,2870,2628,48,40
Wed Dec 12 2018 18:18:42 GMT+0530 (India Standard Time),9527,45763,4383,7852,5277,4385,3562,1246,48,24
Wed Dec 12 2018 18:18:44 GMT+0530 (India Standard Time),13860,19087,17931,11523,19228,16317,4873,4072,61,38
Wed Dec 12 2018 18:18:45 GMT+0530 (India Standard Time),63653,34770,15166,34061,9400,15768,9365,1729,75,51
Wed Dec 12 2018 18:18:46 GMT+0530 (India Standard Time),886533,193755,93340,58327,36694,29421,33504,7544,77,63
Wed Dec 12 2018 18:18:47 GMT+0530 (India Standard Time),575081,40647,6026,13457,25272,10114,7539,2637,75,57
Wed Dec 12 2018 18:18:48 GMT+0530 (India Standard Time),31102,16657,2678,1057,737,2685,1822,1287,64,44
Wed Dec 12 2018 18:18:49 GMT+0530 (India Standard Time),10231,54805,12574,6789,16084,12257,18595,4834,63,29
Wed Dec 12 2018 18:18:50 GMT+0530 (India Standard Time),45454,22584,3660,2710,3717,7511,1342,1250,74,16
Wed Dec 12 2018 18:18:51 GMT+0530 (India Standard Time),76062,14157,1596,5459,2798,4721,746,440,77,20
Wed Dec 12 2018 18:18:52 GMT+0530 (India Standard Time),468966,41410,4701,14594,7162,21641,5347,5838,84,23
Wed Dec 12 2018 18:18:53 GMT+0530 (India Standard Time),77289,31595,27704,4027,44991,4585,6188,7665,78,30
Wed Dec 12 2018 18:18:54 GMT+0530 (India Standard Time),344797,11416,10560,3207,2098,3879,3013,820,74,48
Wed Dec 12 2018 18:18:56 GMT+0530 (India Standard Time),143728,35723,3775,3586,10517,1926,4742,1627,53,40
Wed Dec 12 2018 18:18:57 GMT+0530 (India Standard Time),144742,30410,6563,2759,4211,3604,3200,1531,56,34
Wed Dec 12 2018 18:18:58 GMT+0530 (India Standard Time),87105,36374,29781,22786,16528,4590,13188,1668,47,35
Wed Dec 12 2018 18:18:59 GMT+0530 (India Standard Time),774733,42786,32666,46021,1143,13130,4322,3417,40,53
Wed Dec 12 2018 18:19:00 GMT+0530 (India Standard Time),90963,52608,45935,23404,15141,16454,5338,4171,50,74
Wed Dec 12 2018 18:19:01 GMT+0530 (India Standard Time),321708,30858,3182,5723,4539,3024,5605,1434,48,70
Wed Dec 12 2018 18:19:02 GMT+0530 (India Standard Time),1160561,61327,24124,24794,41044,21389,12604,5782,60,61
Wed Dec 12 2018 18:19:04 GMT+0530 (India Standard Time),715545,7987,16124,1719,4404,6206,2063,1072,66,57
Wed Dec 12 2018 18:19:05 GMT+0530 (India Standard Time),566965,288964,7982,22405,10276,15058,6448,6505,63,48
Wed Dec 12 2018 18:19:06 GMT+0530 (India Standard Time),877915,75259,13235,13280,14726,15224,10420,4552,60,43
Wed Dec 12 2018 18:19:07 GMT+0530 (India Standard Time),75276,19157,7536,855,2974,3329,632,655,60,34
Wed Dec 12 2018 18:19:08 GMT+0530 (India Standard Time),6551,7396,6284,6029,5991,7807,5130,8746,64,27
Wed Dec 12 2018 18:19:09 GMT+0530 (India Standard Time),105766,27891,12829,21354,15960,6143,3288,1582,70,50
Wed Dec 12 2018 18:19:10 GMT+0530 (India Standard Time),85890,59212,5581,23523,10902,9229,2547,2625,67,54
Wed Dec 12 2018 18:19:12 GMT+0530 (India Standard Time),11542,6258,1166,3357,2618,1088,833,372,50,56
Wed Dec 12 2018 18:19:14 GMT+0530 (India Standard Time),426432,67414,19926,5098,3960,5367,2728,1024,54,53
Wed Dec 12 2018 18:19:15 GMT+0530 (India Standard Time),163659,71298,13335,6088,8839,19349,15934,3037,66,41
Wed Dec 12 2018 18:19:16 GMT+0530 (India Standard Time),47137,27850,506,4561,1748,4444,2280,3205,67,27
Wed Dec 12 2018 18:19:17 GMT+0530 (India Standard Time),145827,24561,19676,29961,23334,16535,13528,19267,64,29
Wed Dec 12 2018 18:19:18 GMT+0530 (India Standard Time),235987,1329,1710,2964,1199,1084,136,212,77,47
Wed Dec 12 2018 18:19:19 GMT+0530 (India Standard Time),183836,13264,783,3698,4484,1711,1336,934,67,48
Wed Dec 12 2018 18:19:20 GMT+0530 (India Standard Time),98267,68634,3565,7096,4366,6035,2722,2379,63,48
Wed Dec 12 2018 18:19:21 GMT+0530 (India Standard Time),45706,50714,44850,18363,9239,10397,7019,1166,54,50
Wed Dec 12 2018 18:19:22 GMT+0530 (India Standard Time),40182,13493,10773,12313,6393,3016,2840,2155,48,48
Wed Dec 12 2018 18:19:23 GMT+0530 (India Standard Time),11190,11205,11147,22445,4498,6233,2108,1457,51,69
Wed Dec 12 2018 18:19:24 GMT+0530 (India Standard Time),44153,18876,25970,6195,10348,7512,2199,2976,57,91
Wed Dec 12 2018 18:19:25 GMT+0530 (India Standard Time),19456,32646,220,9601,20155,7870,1080,3632,64,70
Wed Dec 12 2018 18:19:26 GMT+0530 (India Standard Time),18314,31380,8334,3032,4530,4963,1913,1290,67,57
Wed Dec 12 2018 18:19:27 GMT+0530 (India Standard Time),7457,1440,1128,4946,1472,1088,510,378,67,56
Wed Dec 12 2018 18:19:28 GMT+0530 (India Standard Time),36863,20005,13153,13187,7306,6381,2524,733,66,53
Wed Dec 12 2018 18:19:29 GMT+0530 (India Standard Time),27346,103000,16444,11147,13191,8650,5058,514,56,56
Wed Dec 12 2018 18:19:30 GMT+0530 (India Standard Time),22041,25784,4345,4363,2705,8537,1965,1128,64,53
Wed Dec 12 2018 18:19:31 GMT+0530 (India Standard Time),14910,42696,10147,32701,5693,4613,2170,2963,56,48
Wed Dec 12 2018 18:19:32 GMT+0530 (India Standard Time),195596,14413,9409,6121,2696,4049,1766,465,56,48
Wed Dec 12 2018 18:19:34 GMT+0530 (India Standard Time),42299,97908,5918,38877,11980,8713,2419,3179,50,60
Wed Dec 12 2018 18:19:35 GMT+0530 (India Standard Time),10303,7768,6661,4919,2925,4100,2359,1437,63,60
Wed Dec 12 2018 18:19:36 GMT+0530 (India Standard Time),2760,3530,2864,5054,3570,1553,111,245,63,61
Wed Dec 12 2018 18:19:37 GMT+0530 (India Standard Time),9924,4747,11178,7253,3910,2748,1993,949,61,77
Wed Dec 12 2018 18:19:38 GMT+0530 (India Standard Time),16361,49429,16342,6708,7915,6679,1212,1635,64,77
Wed Dec 12 2018 18:19:39 GMT+0530 (India Standard Time),28554,18417,14000,8297,10755,2808,3334,1083,51,75
Wed Dec 12 2018 18:19:40 GMT+0530 (India Standard Time),113000,5342,6502,1674,4696,1523,858,411,48,70
Wed Dec 12 2018 18:19:41 GMT+0530 (India Standard Time),6440,6572,4577,6161,13413,9020,2406,1087,63,54
Wed Dec 12 2018 18:19:42 GMT+0530 (India Standard Time),36784,39691,7107,23369,11159,9014,2004,1706,64,56
Wed Dec 12 2018 18:19:43 GMT+0530 (India Standard Time),6134,17344,5289,11452,12098,7964,3785,3515,77,53
Wed Dec 12 2018 18:19:44 GMT+0530 (India Standard Time),16337,25246,27610,19101,23663,13260,1461,561,81,51
Wed Dec 12 2018 18:19:45 GMT+0530 (India Standard Time),313414,70063,10845,31539,21106,6631,3759,765,61,54
Wed Dec 12 2018 18:19:46 GMT+0530 (India Standard Time),8487,16386,11151,14805,16187,5138,3798,1981,61,57
Wed Dec 12 2018 18:19:47 GMT+0530 (India Standard Time),2215,8687,6268,7990,6995,6929,3746,1371,63,60
Wed Dec 12 2018 18:19:48 GMT+0530 (India Standard Time),6305,15092,1214,12925,10307,12582,3354,1371,70,53
Wed Dec 12 2018 18:19:49 GMT+0530 (India Standard Time),43803,29079,9628,12348,10505,9362,2108,1589,83,53
Wed Dec 12 2018 18:19:50 GMT+0530 (India Standard Time),3729,39269,17263,6932,11043,5796,3931,1120,80,48
Wed Dec 12 2018 18:19:51 GMT+0530 (India Standard Time),48027,13507,16079,7855,19257,6366,2759,1179,75,48
Wed Dec 12 2018 18:19:52 GMT+0530 (India Standard Time),3823,31535,16132,14701,21833,7474,2417,1271,61,53
Wed Dec 12 2018 18:19:53 GMT+0530 (India Standard Time),12335,33338,26176,21124,17454,6640,2657,3801,53,60
Wed Dec 12 2018 18:19:54 GMT+0530 (India Standard Time),98597,53977,46363,15124,34609,7382,3476,1928,50,64
Wed Dec 12 2018 18:19:55 GMT+0530 (India Standard Time),14232,15614,21100,34876,42294,15939,6148,4039,53,67
Wed Dec 12 2018 18:19:56 GMT+0530 (India Standard Time),804570,1538534,289714,171791,31614,59427,36810,14586,40,60
Wed Dec 12 2018 18:19:57 GMT+0530 (India Standard Time),210698,64352,5872,3324,2329,3685,1692,2323,37,37
Wed Dec 12 2018 18:19:58 GMT+0530 (India Standard Time),148460,28355,14350,2904,2884,3828,1414,692,38,34
Wed Dec 12 2018 18:19:59 GMT+0530 (India Standard Time),163319,34531,6446,20402,5691,4965,2463,4968,27,29
Wed Dec 12 2018 18:20:00 GMT+0530 (India Standard Time),79275,31010,1716,3742,8901,6062,2620,2754,44,17
Wed Dec 12 2018 18:20:01 GMT+0530 (India Standard Time),11098,15227,3612,7341,5968,4790,1732,761,57,34
Wed Dec 12 2018 18:20:02 GMT+0530 (India Standard Time),39439,35194,9443,4654,7984,15229,2170,1464,69,23
Wed Dec 12 2018 18:20:04 GMT+0530 (India Standard Time),82495,91860,15181,3599,766,1737,1268,367,51,21
Wed Dec 12 2018 18:20:05 GMT+0530 (India Standard Time),16891,16347,21254,7428,4148,3042,1225,1156,41,35
Wed Dec 12 2018 18:20:07 GMT+0530 (India Standard Time),430151,126582,9807,66244,8921,10960,5133,4968,27,63
Wed Dec 12 2018 18:20:08 GMT+0530 (India Standard Time),170298,29676,16834,2183,17512,3064,3814,3008,41,69
Wed Dec 12 2018 18:20:09 GMT+0530 (India Standard Time),259075,43197,12847,6040,14755,6530,3586,963,44,51
Wed Dec 12 2018 18:20:10 GMT+0530 (India Standard Time),137944,9490,6443,5441,2464,656,658,321,27,51
Wed Dec 12 2018 18:20:12 GMT+0530 (India Standard Time),1275395,435925,139017,49286,81708,18173,40983,14034,29,50
Wed Dec 12 2018 18:20:14 GMT+0530 (India Standard Time),995678,1064228,59212,61837,69989,101611,16040,3800,40,24
Wed Dec 12 2018 18:20:15 GMT+0530 (India Standard Time),1807197,172871,12061,24435,26927,18933,8329,3955,37,8
Wed Dec 12 2018 18:20:16 GMT+0530 (India Standard Time),181091,42412,13378,16624,16023,6038,1164,751,47,13
Wed Dec 12 2018 18:20:17 GMT+0530 (India Standard Time),95537,15742,5349,7084,3840,4832,3036,750,51,17
Wed Dec 12 2018 18:20:18 GMT+0530 (India Standard Time),150673,95627,52487,9729,9042,6763,5615,1966,47,41
Wed Dec 12 2018 18:20:19 GMT+0530 (India Standard Time),4395,7020,2750,23510,16931,8197,3074,1294,54,60
Wed Dec 12 2018 18:20:20 GMT+0530 (India Standard Time),34141,17274,3257,1678,8497,4542,1670,1122,64,47
Wed Dec 12 2018 18:20:21 GMT+0530 (India Standard Time),50719,43551,7215,11911,21806,5921,3966,3259,57,38
Wed Dec 12 2018 18:20:24 GMT+0530 (India Standard Time),10285,26532,26610,6768,8234,9648,3238,3813,43,38
Wed Dec 12 2018 18:20:25 GMT+0530 (India Standard Time),23460,12164,9968,7064,14599,8760,5782,3114,54,44
Wed Dec 12 2018 18:20:26 GMT+0530 (India Standard Time),1122,28793,13754,4734,14300,3207,5420,2981,50,38
Wed Dec 12 2018 18:20:27 GMT+0530 (India Standard Time),15093,12267,14992,31270,4460,9032,2056,1166,66,74
Wed Dec 12 2018 18:20:28 GMT+0530 (India Standard Time),29731,53265,1158,2052,1142,1259,562,312,47,44
Wed Dec 12 2018 18:20:29 GMT+0530 (India Standard Time),83611,23998,12175,13740,12410,13179,3343,2121,44,47
Wed Dec 12 2018 18:20:30 GMT+0530 (India Standard Time),8599,20561,7552,15760,10096,5810,1539,2843,51,53
Wed Dec 12 2018 18:20:31 GMT+0530 (India Standard Time),177239,294732,40265,23797,17031,10950,1883,930,37,29
Wed Dec 12 2018 18:20:32 GMT+0530 (India Standard Time),310295,18321,4114,7574,2989,2338,1496,328,50,53
Wed Dec 12 2018 18:20:34 GMT+0530 (India Standard Time),3115,5866,17640,12398,2596,2443,1548,1021,35,56
Wed Dec 12 2018 18:20:35 GMT+0530 (India Standard Time),19896,37985,21257,4237,9615,4980,2464,1966,43,64
Wed Dec 12 2018 18:20:36 GMT+0530 (India Standard Time),144237,100299,56258,5054,1750,8472,1909,1564,40,66
Wed Dec 12 2018 18:20:37 GMT+0530 (India Standard Time),23191,32492,840,4146,4510,8001,2257,2061,47,63
Wed Dec 12 2018 18:20:38 GMT+0530 (India Standard Time),76301,45679,33470,3835,5736,6251,2814,1782,47,48
Wed Dec 12 2018 18:20:39 GMT+0530 (India Standard Time),170482,71262,12113,21513,9614,14244,3154,3408,53,44
Wed Dec 12 2018 18:20:40 GMT+0530 (India Standard Time),5370,26111,10348,14968,11703,4566,2795,1822,56,47
Wed Dec 12 2018 18:20:41 GMT+0530 (India Standard Time),99020,14618,2746,2360,1229,1857,549,318,50,54
Wed Dec 12 2018 18:20:42 GMT+0530 (India Standard Time),16632,12487,22035,11802,3931,2491,1146,1093,47,66
Wed Dec 12 2018 18:20:44 GMT+0530 (India Standard Time),14865,19819,7373,7356,22764,11405,1626,1102,38,57
Wed Dec 12 2018 18:20:45 GMT+0530 (India Standard Time),272421,37654,22595,4501,10695,3200,3014,1854,30,66
Wed Dec 12 2018 18:20:46 GMT+0530 (India Standard Time),13404,23889,6290,5679,8871,8641,1768,1422,47,44
Wed Dec 12 2018 18:20:47 GMT+0530 (India Standard Time),279413,7937,12809,4240,3036,955,552,178,54,60
Wed Dec 12 2018 18:20:48 GMT+0530 (India Standard Time),114564,36784,13048,4691,10430,6044,1439,3446,43,61
Wed Dec 12 2018 18:20:50 GMT+0530 (India Standard Time),92938,26646,22616,4802,8096,3584,765,1416,41,77
Wed Dec 12 2018 18:20:51 GMT+0530 (India Standard Time),50883,77258,12760,14104,6856,1455,1354,362,34,57
Wed Dec 12 2018 18:20:54 GMT+0530 (India Standard Time),15749,29803,12590,8322,8428,9206,3647,918,26,61
Wed Dec 12 2018 18:20:55 GMT+0530 (India Standard Time),19512,6767,19723,8339,5624,4240,2553,1013,48,78
Wed Dec 12 2018 18:20:56 GMT+0530 (India Standard Time),10113,12760,7466,5294,13674,6487,2573,2429,63,63
Wed Dec 12 2018 18:20:57 GMT+0530 (India Standard Time),15527,11521,9216,8618,2139,3999,1730,1204,69,75
Wed Dec 12 2018 18:20:58 GMT+0530 (India Standard Time),8918,21578,34539,2680,15293,4467,2683,2029,61,83
Wed Dec 12 2018 18:21:00 GMT+0530 (India Standard Time),70663,32294,9069,3554,5322,1281,1020,152,26,67
Wed Dec 12 2018 18:21:01 GMT+0530 (India Standard Time),66108,57329,47530,17031,14654,6220,1909,1352,17,66
Wed Dec 12 2018 18:21:02 GMT+0530 (India Standard Time),13594,12105,14728,4531,10128,4088,1846,946,23,64
Wed Dec 12 2018 18:21:04 GMT+0530 (India Standard Time),18952,27563,3487,19895,12219,3077,1516,935,51,69
Wed Dec 12 2018 18:21:05 GMT+0530 (India Standard Time),2445,21071,15987,3022,4931,6036,1099,1474,61,66
Wed Dec 12 2018 18:21:06 GMT+0530 (India Standard Time),26645,28328,14457,19176,6913,4791,3019,1005,56,67
Wed Dec 12 2018 18:21:07 GMT+0530 (India Standard Time),32792,28952,20124,9341,7810,4447,790,771,44,70
Wed Dec 12 2018 18:21:08 GMT+0530 (India Standard Time),89971,8986,3058,14302,7170,1037,685,312,41,78
Wed Dec 12 2018 18:21:09 GMT+0530 (India Standard Time),53249,32404,4863,34916,48669,11931,2265,1453,41,74
Wed Dec 12 2018 18:21:11 GMT+0530 (India Standard Time),33180,96275,8100,7186,8947,8598,4396,1351,48,54
Wed Dec 12 2018 18:21:12 GMT+0530 (India Standard Time),35107,22683,33413,6244,16928,7573,3748,2660,57,54
Wed Dec 12 2018 18:21:13 GMT+0530 (India Standard Time),289946,26758,8345,1640,3145,4265,506,491,54,50
Wed Dec 12 2018 18:21:14 GMT+0530 (India Standard Time),214877,18335,10105,6062,3712,4153,476,527,54,48
Wed Dec 12 2018 18:21:15 GMT+0530 (India Standard Time),22602,30580,13055,4413,9567,4250,1213,1764,56,60
Wed Dec 12 2018 18:21:16 GMT+0530 (India Standard Time),64873,41546,4121,3760,13909,2329,336,149,48,40
Wed Dec 12 2018 18:21:17 GMT+0530 (India Standard Time),89151,68344,32749,28429,6306,9054,5260,906,41,50
Wed Dec 12 2018 18:21:18 GMT+0530 (India Standard Time),13497,8537,5827,4463,1734,1257,360,144,35,54
Wed Dec 12 2018 18:21:19 GMT+0530 (India Standard Time),125810,43118,78072,54468,18912,7638,2339,1432,27,70
Wed Dec 12 2018 18:21:20 GMT+0530 (India Standard Time),50759,54529,7016,9019,9582,4738,1441,680,30,78
Wed Dec 12 2018 18:21:21 GMT+0530 (India Standard Time),46560,8407,10738,10036,2257,2878,370,406,35,87
Wed Dec 12 2018 18:21:22 GMT+0530 (India Standard Time),53044,30968,5584,8749,24477,6648,976,2348,41,69
Wed Dec 12 2018 18:21:24 GMT+0530 (India Standard Time),133829,25041,15928,7424,5155,1636,519,311,43,74
Wed Dec 12 2018 18:21:25 GMT+0530 (India Standard Time),213621,69681,34167,6743,10543,8939,5085,1498,41,60
Wed Dec 12 2018 18:21:26 GMT+0530 (India Standard Time),10391,16255,24062,5189,8470,1221,944,982,26,78
Wed Dec 12 2018 18:21:27 GMT+0530 (India Standard Time),25224,24695,754,3132,4055,1572,729,447,20,57
Wed Dec 12 2018 18:21:28 GMT+0530 (India Standard Time),240103,161891,41242,47874,16657,16620,9829,4066,27,53
Wed Dec 12 2018 18:21:29 GMT+0530 (India Standard Time),476242,91758,67203,27197,17389,9562,3580,1518,23,60
Wed Dec 12 2018 18:21:30 GMT+0530 (India Standard Time),199369,65544,10015,3644,10014,5781,2730,1157,35,38
Wed Dec 12 2018 18:21:31 GMT+0530 (India Standard Time),18820,23712,1182,6075,2296,7894,2397,1177,50,43
Wed Dec 12 2018 18:21:32 GMT+0530 (India Standard Time),8212,14538,17882,8491,6030,4491,942,1622,54,51
Wed Dec 12 2018 18:21:35 GMT+0530 (India Standard Time),34214,22712,25810,4844,5450,1879,1614,2139,50,84
Wed Dec 12 2018 18:21:37 GMT+0530 (India Standard Time),70389,5457,2160,3352,1523,977,705,651,48,81
Wed Dec 12 2018 18:21:39 GMT+0530 (India Standard Time),11308,22694,7090,8517,4625,4610,4141,1131,74,60
Wed Dec 12 2018 18:21:40 GMT+0530 (India Standard Time),11623,27531,1579,11144,7791,3641,2306,1173,67,48
Wed Dec 12 2018 18:21:41 GMT+0530 (India Standard Time),103593,8075,1974,1830,2332,922,509,358,66,41
Wed Dec 12 2018 18:21:42 GMT+0530 (India Standard Time),17576,22301,18020,15635,2147,3311,2218,1210,48,61
Wed Dec 12 2018 18:21:44 GMT+0530 (India Standard Time),16960,15101,5136,8239,9635,9605,4217,1152,56,67
Wed Dec 12 2018 18:21:45 GMT+0530 (India Standard Time),1544,16638,3051,6603,13305,3346,1999,1134,61,66
Wed Dec 12 2018 18:21:46 GMT+0530 (India Standard Time),16783,9854,2924,1345,1141,2594,671,586,74,51
Wed Dec 12 2018 18:21:47 GMT+0530 (India Standard Time),38583,39813,42294,30844,7619,6081,2929,1880,69,56
Wed Dec 12 2018 18:21:48 GMT+0530 (India Standard Time),669970,177055,13978,23146,27560,11148,3274,2165,50,48
Wed Dec 12 2018 18:21:49 GMT+0530 (India Standard Time),14276,16973,9697,26357,11452,5689,2382,976,48,63
Wed Dec 12 2018 18:21:50 GMT+0530 (India Standard Time),4004,16739,2809,13050,7369,16710,12879,1293,57,64
Wed Dec 12 2018 18:21:51 GMT+0530 (India Standard Time),10055,6905,5818,2659,4298,5593,1974,1496,77,54
Wed Dec 12 2018 18:21:52 GMT+0530 (India Standard Time),164763,32948,442,2253,4866,726,480,259,67,43
Wed Dec 12 2018 18:21:54 GMT+0530 (India Standard Time),16100,28012,5332,7843,5370,3901,4421,1197,60,29
Wed Dec 12 2018 18:21:55 GMT+0530 (India Standard Time),66988,33571,22725,19309,10297,11408,2477,2261,51,35
Wed Dec 12 2018 18:21:56 GMT+0530 (India Standard Time),155167,13629,1493,977,1246,1579,624,214,66,43
Wed Dec 12 2018 18:21:57 GMT+0530 (India Standard Time),123043,30692,52748,24206,12646,14497,3756,1986,60,56
Wed Dec 12 2018 18:21:58 GMT+0530 (India Standard Time),242335,77415,13252,4574,5736,1268,599,364,40,51
Wed Dec 12 2018 18:21:59 GMT+0530 (India Standard Time),8644,27379,9955,13698,8522,5499,2797,1196,37,48
Wed Dec 12 2018 18:22:00 GMT+0530 (India Standard Time),3626,23933,5863,21266,9865,6184,2044,1087,40,66
Wed Dec 12 2018 18:22:01 GMT+0530 (India Standard Time),10724,13268,16337,3730,11949,5675,5599,5624,41,56
Wed Dec 12 2018 18:22:02 GMT+0530 (India Standard Time),12280,61265,11018,4915,7909,13908,2514,2600,66,56
Wed Dec 12 2018 18:22:04 GMT+0530 (India Standard Time),27304,29556,6586,4709,9333,11439,4778,6511,80,43
Wed Dec 12 2018 18:22:05 GMT+0530 (India Standard Time),14390,40454,5920,11575,14835,4385,3609,3517,70,37
Wed Dec 12 2018 18:22:06 GMT+0530 (India Standard Time),41542,13208,2887,12670,4017,8270,5631,2504,77,50
Wed Dec 12 2018 18:22:07 GMT+0530 (India Standard Time),13180,19053,17265,7349,4005,4649,1580,4742,74,54
